"text","book","chapter"
"a letter.`  `A letter?` repeated Professor McGonagall faintly, sitting back down","Book 1: Philosopher's Stone","chap-1"
"on the wall. `Really, Dumbledore, you think you can explain all this","Book 1: Philosopher's Stone","chap-1"
"in a letter? These people will never understand him! He'll be famous","Book 1: Philosopher's Stone","chap-1"
"-- a legend -- I wouldn't be surprised if today was known","Book 1: Philosopher's Stone","chap-1"
"as Harry Potter day in the future -- there will be books","Book 1: Philosopher's Stone","chap-1"
"written about Harry -- every child in our world will know his","Book 1: Philosopher's Stone","chap-1"
"name!`  `Exactly,` said Dumbledore, looking very seriously over the top of","Book 1: Philosopher's Stone","chap-1"
"his half-moon glasses. `It would be enough to turn any boy's head.","Book 1: Philosopher's Stone","chap-1"
"Famous before he can walk and talk! Famous for something he won't","Book 1: Philosopher's Stone","chap-1"
"even remember! CarA you see how much better off he'll be, growing","Book 1: Philosopher's Stone","chap-1"
"up away from all that until he's ready to take it?` ","Book 1: Philosopher's Stone","chap-1"
"Professor McGonagall opened her mouth, changed her mind, swallowed, and then said,","Book 1: Philosopher's Stone","chap-1"
"`Yes -- yes, you're right, of course. But how is the boy","Book 1: Philosopher's Stone","chap-1"
"getting here, Dumbledore?` She eyed his cloak suddenly as though she thought","Book 1: Philosopher's Stone","chap-1"
"he might be hiding Harry underneath it.  `Hagrid's bringing him.` ","Book 1: Philosopher's Stone","chap-1"
"`You think it -- wise -- to trust Hagrid with something as","Book 1: Philosopher's Stone","chap-1"
"important as this?`  I would trust Hagrid with my life,` said","Book 1: Philosopher's Stone","chap-1"
"Dumbledore.  `I'm not saying his heart isn't in the right place,`","Book 1: Philosopher's Stone","chap-1"
"said Professor McGonagall grudgingly, `but you can't pretend he's not careless. He","Book 1: Philosopher's Stone","chap-1"
"does tend to -- what was that?`  A low rumbling sound","Book 1: Philosopher's Stone","chap-1"
"had broken the silence around them. It grew steadily louder as they","Book 1: Philosopher's Stone","chap-1"
"looked up and down the street for some sign of a headlight;","Book 1: Philosopher's Stone","chap-1"
"it swelled to a roar as they both looked up at the","Book 1: Philosopher's Stone","chap-1"
"sky -- and a huge motorcycle fell out of the air and","Book 1: Philosopher's Stone","chap-1"
"landed on the road in front of them.  If the motorcycle","Book 1: Philosopher's Stone","chap-1"
"was huge, it was nothing to the man sitting astride it. He","Book 1: Philosopher's Stone","chap-1"
"was almost twice as tall as a normal man and at least","Book 1: Philosopher's Stone","chap-1"
"five times as wide. He looked simply too big to be allowed,","Book 1: Philosopher's Stone","chap-1"
"and so wild - long tangles of bushy black hair and beard","Book 1: Philosopher's Stone","chap-1"
"hid most of his face, he had hands the size of trash","Book 1: Philosopher's Stone","chap-1"
"can lids, and his feet in their leather boots were like baby","Book 1: Philosopher's Stone","chap-1"
"dolphins. In his vast, muscular arms he was holding a bundle of","Book 1: Philosopher's Stone","chap-1"
"blankets.  `Hagrid,` said Dumbledore, sounding relieved. `At last. And where did","Book 1: Philosopher's Stone","chap-1"
"you get that motorcycle?`  `Borrowed it, Professor Dumbledore, sit,` said the","Book 1: Philosopher's Stone","chap-1"
"giant, climbing carefully off the motorcycle as he spoke. `Young Sirius Black","Book 1: Philosopher's Stone","chap-1"
"lent it to me. I've got him, sir.`  `No problems, were","Book 1: Philosopher's Stone","chap-1"
"there?`  `No, sir -- house was almost destroyed, but I got","Book 1: Philosopher's Stone","chap-1"
"him out all right before the Muggles started swarmin' around. He fell","Book 1: Philosopher's Stone","chap-1"
"asleep as we was flyin' over Bristol.`  Dumbledore and Professor McGonagall","Book 1: Philosopher's Stone","chap-1"
"bent forward over the bundle of blankets. Inside, just visible, was a","Book 1: Philosopher's Stone","chap-1"
"baby boy, fast asleep. Under a tuft of jet-black hair over his","Book 1: Philosopher's Stone","chap-1"
"forehead they could see a curiously shaped cut, like a bolt of","Book 1: Philosopher's Stone","chap-1"
"lightning.  `Is that where -?` whispered Professor McGonagall.  `Yes,` said","Book 1: Philosopher's Stone","chap-1"
"Dumbledore. `He'll have that scar forever.`  `Couldn't you do something about","Book 1: Philosopher's Stone","chap-1"
"it, Dumbledore?`  `Even if I could, I wouldn't. Scars can come","Book 1: Philosopher's Stone","chap-1"
"in handy. I have one myself above my left knee that is","Book 1: Philosopher's Stone","chap-1"
"a perfect map of the London Underground. Well -- give him here,","Book 1: Philosopher's Stone","chap-1"
"Hagrid -- we'd better get this over with.`  Dumbledore took Harry","Book 1: Philosopher's Stone","chap-1"
"in his arms and turned toward the Dursleys' house.  `Could I","Book 1: Philosopher's Stone","chap-1"
"-- could I say good-bye to him, sir?` asked Hagrid. He bent","Book 1: Philosopher's Stone","chap-1"
"his great, shaggy head over Harry and gave him what must have","Book 1: Philosopher's Stone","chap-1"
"been a very scratchy, whiskery kiss. Then, suddenly, Hagrid let out a","Book 1: Philosopher's Stone","chap-1"
"howl like a wounded dog.  `Shhh!` hissed Professor McGonagall, `you'll wake","Book 1: Philosopher's Stone","chap-1"
"the Muggles!`  `S-s-sorry,` sobbed Hagrid, taking out a large, spotted handkerchief","Book 1: Philosopher's Stone","chap-1"
"and burying his face in it. `But I c-c-can't stand it --","Book 1: Philosopher's Stone","chap-1"
"Lily an' James dead -- an' poor little Harry off ter live","Book 1: Philosopher's Stone","chap-1"
"with Muggles -`  `Yes, yes, it's all very sad, but get","Book 1: Philosopher's Stone","chap-1"
"a grip on yourself, Hagrid, or we'll be found,` Professor McGonagall whispered,","Book 1: Philosopher's Stone","chap-1"
"patting Hagrid gingerly on the arm as Dumbledore stepped over the low","Book 1: Philosopher's Stone","chap-1"
"garden wall and walked to the front door. He laid Harry gently","Book 1: Philosopher's Stone","chap-1"
"on the doorstep, took a letter out of his cloak, tucked it","Book 1: Philosopher's Stone","chap-1"
"inside Harry's blankets, and then came back to the other two. For","Book 1: Philosopher's Stone","chap-1"
"a full minute the three of them stood and looked at the","Book 1: Philosopher's Stone","chap-1"
"little bundle; Hagrid's shoulders shook, Professor McGonagall blinked furiously, and the twinkling","Book 1: Philosopher's Stone","chap-1"
"light that usually shone from Dumbledore's eyes seemed to have gone out.","Book 1: Philosopher's Stone","chap-1"
" `Well,` said Dumbledore finally, `that's that. We've no business staying here.","Book 1: Philosopher's Stone","chap-1"
"We may as well go and join the celebrations.`  `Yeah,` said","Book 1: Philosopher's Stone","chap-1"
"Hagrid in a very muffled voice, `I'll be takin' Sirius his bike","Book 1: Philosopher's Stone","chap-1"
"back. G'night, Professor McGonagall -- Professor Dumbledore, sir.`  Wiping his streaming","Book 1: Philosopher's Stone","chap-1"
"eyes on his jacket sleeve, Hagrid swung himself onto the motorcycle and","Book 1: Philosopher's Stone","chap-1"
"kicked the engine into life; with a roar it rose into the","Book 1: Philosopher's Stone","chap-1"
"air and off into the night.  `I shall see you soon,","Book 1: Philosopher's Stone","chap-1"
"I expect, Professor McGonagall,` said Dumbledore, nodding to her. Professor McGonagall blew","Book 1: Philosopher's Stone","chap-1"
"her nose in reply.  Dumbledore turned and walked back down the","Book 1: Philosopher's Stone","chap-1"
"street. On the corner he stopped and took out the silver Put-Outer.","Book 1: Philosopher's Stone","chap-1"
"He clicked it once, and twelve balls of light sped back to","Book 1: Philosopher's Stone","chap-1"
"their street lamps so that Privet Drive glowed suddenly orange and he","Book 1: Philosopher's Stone","chap-1"
"could make out a tabby cat slinking around the corner at the","Book 1: Philosopher's Stone","chap-1"
"other end of the street. He could just see the bundle of","Book 1: Philosopher's Stone","chap-1"
"blankets on the step of number four.  `Good luck, Harry,` he","Book 1: Philosopher's Stone","chap-1"
"murmured. He turned on his heel and with a swish of his","Book 1: Philosopher's Stone","chap-1"
"cloak, he was gone.  A breeze ruffled the neat hedges of","Book 1: Philosopher's Stone","chap-1"
"Privet Drive, which lay silent and tidy under the inky sky, the","Book 1: Philosopher's Stone","chap-1"
"very last place you would expect astonishing things to happen. Harry Potter","Book 1: Philosopher's Stone","chap-1"
"rolled over inside his blankets without waking up. One small hand closed","Book 1: Philosopher's Stone","chap-1"
"on the letter beside him and he slept on, not knowing he","Book 1: Philosopher's Stone","chap-1"
"was special, not knowing he was famous, not knowing he would be","Book 1: Philosopher's Stone","chap-1"
"woken in a few hours' time by Mrs. Dursley's scream as she","Book 1: Philosopher's Stone","chap-1"
"opened the front door to put out the milk bottles, nor that","Book 1: Philosopher's Stone","chap-1"
"he would spend the next few weeks being prodded and pinched by","Book 1: Philosopher's Stone","chap-1"
"his cousin Dudley... He couldn't know that at this very moment, people","Book 1: Philosopher's Stone","chap-1"
"meeting in secret all over the country were holding up their glasses","Book 1: Philosopher's Stone","chap-1"
"and saying in hushed voices: `To Harry Potter -- the boy who lived!","Book 1: Philosopher's Stone","chap-1"
"THE VANISHING GLASS  Nearly ten years had passed since the Dursleys","Book 1: Philosopher's Stone","chap-2"
"had woken up to find their nephew on the front step, but","Book 1: Philosopher's Stone","chap-2"
"Privet Drive had hardly changed at all. The sun rose on the","Book 1: Philosopher's Stone","chap-2"
"same tidy front gardens and lit up the brass number four on","Book 1: Philosopher's Stone","chap-2"
"the Dursleys' front door; it crept into their living room, which was","Book 1: Philosopher's Stone","chap-2"
"almost exactly the same as it had been on the night when","Book 1: Philosopher's Stone","chap-2"
"Mr. Dursley had seen that fateful news report about the owls. Only","Book 1: Philosopher's Stone","chap-2"
"the photographs on the mantelpiece really showed how much time had passed.","Book 1: Philosopher's Stone","chap-2"
"Ten years ago, there had been lots of pictures of what looked","Book 1: Philosopher's Stone","chap-2"
"like a large pink beach ball wearing different-colored bonnets -- but Dudley","Book 1: Philosopher's Stone","chap-2"
"Dursley was no longer a baby, and now the photographs showed a","Book 1: Philosopher's Stone","chap-2"
"large blond boy riding his first bicycle, on a carousel at the","Book 1: Philosopher's Stone","chap-2"
"fair, playing a computer game with his father, being hugged and kissed","Book 1: Philosopher's Stone","chap-2"
"by his mother. The room held no sign at all that another","Book 1: Philosopher's Stone","chap-2"
"boy lived in the house, too.  Yet Harry Potter was still","Book 1: Philosopher's Stone","chap-2"
"there, asleep at the moment, but not for long. His Aunt Petunia","Book 1: Philosopher's Stone","chap-2"
"was awake and it was her shrill voice that made the first","Book 1: Philosopher's Stone","chap-2"
"noise of the day.  `Up! Get up! Now!`  Harry woke","Book 1: Philosopher's Stone","chap-2"
"with a start. His aunt rapped on the door again.  `Up!`","Book 1: Philosopher's Stone","chap-2"
"she screeched. Harry heard her walking toward the kitchen and then the","Book 1: Philosopher's Stone","chap-2"
"sound of the frying pan being put on the stove. He rolled","Book 1: Philosopher's Stone","chap-2"
"onto his back and tried to remember the dream he had been","Book 1: Philosopher's Stone","chap-2"
"having. It had been a good one. There had been a flying","Book 1: Philosopher's Stone","chap-2"
"motorcycle in it. He had a funny feeling he'd had the same","Book 1: Philosopher's Stone","chap-2"
"dream before.  His aunt was back outside the door.  `Are","Book 1: Philosopher's Stone","chap-2"
"you up yet?` she demanded.  `Nearly,` said Harry.  `Well, get","Book 1: Philosopher's Stone","chap-2"
"a move on, I want you to look after the bacon. And","Book 1: Philosopher's Stone","chap-2"
"don't you dare let it burn, I want everything perfect on Duddy's","Book 1: Philosopher's Stone","chap-2"
